total_households,households_with_0_vehicles,households_with_1_vehicle,households_with_2_vehicles,households_with_3_vehicles,households_with_4_vehicles,households_with_5_vehicles,households_with_6_vehicles,households_with_7_vehicles,households_with_8_or_more_vehicles,state,county,tract,households_with_vehicles,vehicle_ownership_rate,tract_geoid
778.0,2.0,125.0,296.0,237.0,73.0,45.0,263.0,5.0,110.0,20,051,072600,1154.0,1.4832904884318765,20051072600
1509.0,28.0,258.0,627.0,393.0,68.0,135.0,819.0,91.0,449.0,20,051,072701,2840.0,1.8820410868124586,20051072701
712.0,1.0,139.0,397.0,94.0,52.0,29.0,384.0,17.0,179.0,20,051,072702,1291.0,1.8132022471910112,20051072702
1669.0,0.0,245.0,846.0,370.0,100.0,108.0,427.0,0.0,250.0,20,051,072801,2346.0,1.4056321150389455,20051072801
924.0,51.0,243.0,368.0,172.0,74.0,16.0,701.0,60.0,354.0,20,051,072802,1988.0,2.1515151515151514,20051072802
600.0,0.0,248.0,197.0,148.0,7.0,0.0,646.0,70.0,209.0,20,051,072901,1525.0,2.5416666666666665,20051072901
118.0,0.0,26.0,58.0,11.0,7.0,16.0,976.0,168.0,310.0,20,051,072902,1572.0,13.322033898305085,20051072902
1021.0,20.0,163.0,371.0,356.0,81.0,30.0,352.0,100.0,117.0,20,051,073000,1570.0,1.5377081292850148,20051073000
834.0,9.0,233.0,261.0,195.0,106.0,30.0,108.0,9.0,36.0,20,053,086600,978.0,1.1726618705035972,20053086600
1052.0,39.0,175.0,454.0,246.0,71.0,67.0,316.0,23.0,204.0,20,053,086700,1556.0,1.479087452471483,20053086700
1270.0,9.0,207.0,552.0,282.0,158.0,62.0,212.0,19.0,89.0,20,055,960100,1581.0,1.2448818897637794,20055960100
1308.0,13.0,211.0,463.0,358.0,201.0,62.0,892.0,80.0,431.0,20,055,960200,2698.0,2.062691131498471,20055960200
641.0,7.0,175.0,230.0,144.0,67.0,18.0,568.0,104.0,336.0,20,055,960300,1642.0,2.561622464898596,20055960300
714.0,0.0,159.0,353.0,162.0,28.0,12.0,44.0,0.0,0.0,20,055,960401,758.0,1.061624649859944,20055960401
712.0,12.0,162.0,295.0,137.0,71.0,35.0,402.0,23.0,229.0,20,055,960403,1354.0,1.901685393258427,20055960403
603.0,5.0,145.0,230.0,166.0,42.0,15.0,698.0,68.0,436.0,20,055,960404,1800.0,2.985074626865672,20055960404
587.0,2.0,57.0,315.0,96.0,95.0,22.0,154.0,0.0,67.0,20,055,960501,806.0,1.373083475298126,20055960501
266.0,10.0,14.0,146.0,57.0,31.0,8.0,35.0,0.0,5.0,20,055,960503,296.0,1.112781954887218,20055960503
316.0,3.0,40.0,39.0,125.0,91.0,18.0,284.0,32.0,121.0,20,055,960505,750.0,2.3734177215189876,20055960505
